filenameNumber,labile,moleculeID,smiles,maxWidth,maxWidthIntensity,maxWidthShift,labileProtonType,labileProtonNumber,heteroatomsList,rangesPeaksRatio,solvent,solventShift,containsAromaticSystem,singletFit
946,1,dcLDPEtIAiCHhdhbiWPAEL@@,C=1(CC(=O)O)(C=C(F)C=C(C=1)F),0.00947281358191887,0.17732280491256489,12.55014788972859,["OH"],1,["O"],0.2222222222222222,DMSO,2.5,1,1.0122898279644859
950,1,dev@@@RYUTjFZj@@@@,C1(C(CC2(=C1C=CC=C2))N),0.010735855392852711,0.7798289123843324,1.5728068605097703,["NH2"],2,["N"],0.20588235294117646,CDCl3,7.26,1,4.868076122211581
955,1,deTL`FxPBLdTRTnUSLu@@,S1(C=CC(O)=C1(C(=O)OC)),0.00947281358191887,0.11833661121516319,9.578096788216843,["OH"],1,["O"],0.7142857142857143,CDCl3,7.26,1,0.7154594391424651
970,1,dk]@@@OIHhddXVzUjB`J`@@,C2(=CC(=CC(N1(CCCC1))=C2)CN),0.026523878029400816,0.18290129297772106,1.4987491799745696,["NH2"],2,["N"],0.2,CDCl3,7.26,1,2.8679198579194556
971,1,gOu@LQdbbNmLt@@,O1(C(=NC(=C1)C)N),0.044206463382350236,0.08702293850202318,5.515853659617699,["NH2"],2,["N"],0.3076923076923077,CDCl3,7.26,1,0.10681368014567462
972,1,dclD`Et@aJYU^rnf`Pah@@,S1(C=2(C=CC=CC=2(C(=C1)C(O)=O))),0.012630418109225161,0.17174807931541528,12.962490454795379,["OH"],1,["O"],0.22580645161290322,DMSO,2.5,1,1.2870933420532613
973,1,fgA`B@A@qDfUmmZLEHuh@J@@`@@,C2(=CC(=CC=1(C3(=C(NC=12)C=CC=C3)))Br),0.010735855392841387,0.2676303642436928,11.43348184851527,["NH"],1,["N"],0.2,DMSO,2.5,1,1.6413006167937245
974,1,dmtLPJePqDBDfVwbZfjfP@,S1(C(=C(OC)C(C(O)=O)=C1)Br),0.0031576045273085107,0.06897416103225058,2.503571019598237,["OH"],1,["O"],0.6,DMSO,2.5,1,0.4194642196548147
975,1,daGDAHI`RISdfyVyjZP@,C=1(NN=CC=1)([N+]([O-])=O),0.003789125432770213,0.46109786198201186,2.517532152623712,["NH"],1,["N"],0.3333333333333333,DMSO,2.5,1,2.0739659838359974
984,1,fhiP`@JA@IJUuVYTeG^jjj@`h@@,C=2(OCCN1(CCOCC1))(C(=CC=CC=2)CN),0.02841844074578659,0.1099202645480504,1.6629446153946699,["NH2"],2,["N"],0.21621621621621623,CDCl3,7.26,1,0.0626778110949386
986,1,dk]@@@eJUnyr[S@HB@@@@,C1(=C(N)C=CC=C1)(C=2(C=NC=CC=2)),0.025892357123929788,0.4450301848772215,3.668225998891045,["NH2"],2,["N"],0.15254237288135594,CDCl3,7.26,1,8.028423046977235
990,1,dclB`FxY@HrQQIQHyR{SLuU@@,S2(C(C(=O)O)=C1(C(OCCO1)=C2)),0.0069467299600836085,0.24268229549491172,4.242707514206012,["OH"],1,["O"],0.25,DMSO,2.5,1,3.7474968017616503
994,1,dg}D@JxKRe]eWJevjh@J`@@,C2(=C(N1(CCOCC1))N=CC=C2(CO)),0.01452498082561915,0.12941076333945453,2.453133397488296,["OH"],1,["O"],0.3181818181818182,CDCl3,7.26,1,1.0874679452284393
996,1,foAP`@BL@aInU^UYrsfff`@`@@,C=1(C=CC(=CC=1)C=2(N(N=C(C=2)C(O)=O)C)),0.006315209054621462,0.06329376187180302,7.599754690634591,["OH"],1,["O"],0.2222222222222222,DMSO,2.5,1,7.965006493494324
1012,1,foAp`@EZ\AFQSQIPjI\EYsP@URd@@,N2(CC=1(C=C(C(O)=O)C=CC=1))(N=CN=C2),0.019577148069312766,0.3136364099687243,3.36524866466869,["OH"],1,["O"],0.21212121212121213,DMSO,2.5,1,4.347317270900874
1013,1,dg}D`FD{@HrQQJFHjEPkTluSR@@,N2(N=C(C=C2(C1(=CC=CS1)))C(O)=O)(C),0.003157604527310731,0.8990764295596966,4.012801472336052,["OH"],1,["O"],0.3,DMSO,2.5,1,2.0513391874242592
1017,1,dg|L@@QTfyWY^D{Z@Bfa@@,C2(C=1(C=CC(C(=O)O)=CC=1))(=CC=CO2),0.011367376298310639,0.08657400627576965,3.3611043301813055,["OH"],1,["O"],0.175,DMSO,2.5,1,0.3109520894639794
1021,1,dg}L@BXDUInU^UnNvffijP@,O1(C(=CC=C1)C2(=CC(=NN2C)C(O)=O)),0.005683688149159316,0.1456253199990967,6.981599310404317,["OH"],1,["O"],0.35714285714285715,DMSO,2.5,1,3.490559159955699
1027,1,dco@@@qTie_WJxViejh@@,C=1(C(=CN2(C=CN=C2(C=1)))CNC),0.009472813581932193,0.08479238264804291,7.518230602064535,["NH"],1,["N"],0.35294117647058826,CDCl3,7.26,1,5.565632678415227
1028,1,dcnH@MCIEDhTlURmR`AP@@,C2(C=1(C=CC(N)=CC=1))(=CC=CO2),0.021471710785697873,0.33865915904094335,3.730551460383891,["NH2"],2,["N"],0.25,CDCl3,7.26,1,4.344797148825089
1032,1,foAP@@@VRfV]}ZBUhH@@J`@@,C=2(C=CC(C1(=CC=C(C=C1)CNC))=NC=2),0.009472813581928863,0.09857476807469058,1.3202384276554313,["NH"],1,["N"],0.3333333333333333,CDCl3,7.26,1,0.5459280624065164
1035,1,dk^D@EADfyVuxUuh@JX`@,C=1(C=CC=2(N(C=CC=2(C=1))C))(C(=O)O),0.005683688149159316,0.10374697178171034,7.489497337429596,["OH"],1,["O"],0.3333333333333333,DMSO,2.5,1,5.652341761911923
1051,1,dgH@IVprIQIPjIMqwP@URd@@,N2(CC=1(C=C(CO)C=CC=1))(N=CN=C2),0.008841292676470047,0.25315327263350923,7.277810677348107,["OH"],1,["O"],0.3888888888888889,CDCl3,7.26,1,4.028532061951928
1054,1,dg}H@LhDeeWeZX{iih@H@@,C=2(C=CC(C=1(N(N=C(C=1)CO)C))=CC=2),0.009472813581932193,0.1691238384495555,4.710326957616371,["OH"],1,["O"],0.4166666666666667,CDCl3,7.26,1,0.7535491090765843
1055,1,foAp@@@PTeLsvjxXYtuTDDH@@,C=1(C=C(C=CC=1)C2(=NN(C(=C2)CNC)C)),0.005683688149159316,0.09561895127163603,7.351304197545063,["NH"],1,["N"],0.375,CDCl3,7.26,1,5.694802316781449
1056,1,foA`Q@IHpZpHb@QdTabRfR`eF]K@DTq@@@,C2(=CC=1(OCC(NC=1C=C2(S(Cl)(=O)=O))=O)),0.004420646338235024,0.15572687906828334,7.248573682208959,["NH"],1,["N"],0.35714285714285715,Acetone,,1,2.6763156391961758
1058,1,dg}D`FD{@HrQQJEIZEPsTkSST@@,N2(C(=CC(C1(=CC=CS1))=N2)C(O)=O)(C),0.0037891254327728774,0.9444023522543945,4.092343121437628,["OH"],1,["O"],0.3125,DMSO,2.5,1,1.7853303676168313
1059,1,fhia`@J@DGIDeddhdhRTlzjjh@J`@@,C=1(C=C(C=CC=1)CO)(OCCN2(CCOCC2)),0.008209771771007901,0.15838652291460759,6.85783558372476,["OH"],1,["O"],0.23076923076923078,CDCl3,7.26,1,4.702528093752742
1062,1,dig@@@sdiUwBZZj@@,N1(C=NC=C1(CNC))(C),0.008841292676470047,0.14805035041655412,7.278428506762549,["NH"],1,["N"],1,CDCl3,7.26,1,0.5703822269169719
1065,1,dk]H@NdDee[mX]N`BJT`@,C2(=CC(N1(C=CC=N1))=CC=C2)(CO),0.006315209054621462,0.9953178159061419,4.610651825940409,["OH"],1,["O"],0.2413793103448276,CDCl3,7.26,1,2.2559578157828772
1067,1,dg~H@CCIEDhTldURmR`AU@@@,C2(C=1(C=CC(CNC)=CC=1))(=CC=CO2),0.013893459920162332,0.08026721684936855,1.3454076903388061,["NH"],1,["N"],0.38095238095238093,CDCl3,7.26,1,0.6392532058651071
1070,1,dg}H@JLDiWVUbk[jj`BH@@,C=1(C(=CC(=CC=1)CN2(CCOCC2))N),0.021471710785697873,0.1973660188430179,3.65223546759915,["NH2"],2,["N"],0.23333333333333334,CDCl3,7.26,1,20.40686841317091
1071,1,f`qQ@@JNAdbRrTRTJISQjjh@Jh@@,C=2(C=C(CN1(CCOCC1))C=CC=2)(CNC),0.013261939014700408,0.09585680939034662,1.6401257448240087,["NH"],1,["N"],0.21739130434782608,CDCl3,7.26,1,0.7362695784267753
1072,1,dk\L@@RTfvYWz]MjdHB@@,O1(C=2(C=CC=CC=2(C(=C1)CC(=O)O))),0.013893459920157447,0.058954940268344566,3.373103227385078,["OH"],1,["O"],0.21212121212121213,DMSO,2.5,1,0.5038943868515505
1073,1,dmM@@@UJf]|fFZ`PJ@@,C1(=C2(N(C=CC2(=CC(=C1)N))C)),0.01010433448739434,0.18103802706581015,4.492873559304964,["NH2"],2,["N"],0.42857142857142855,DMSO,2.5,1,1.0248163572549283
1076,1,fhiP`@JA@KIDeddhdhRTlzjjh@J`@@,C=1(C=C(C=CC=1)CN)(OCCN2(CCOCC2)),0.01641954354201003,0.3023122808765459,1.5326110975110034,["NH2"],2,["N"],0.23076923076923078,CDCl3,7.26,1,2.902927354199686
1078,1,dg@@@p|dTRbfVMBnaAQUQ@@,N2(C1(=C(C=CC=N1)CNC))(CCCC2),0.00757825086554309,0.13596671215933265,1.8944306496276138,["NH"],1,["N"],0.2692307692307692,CDCl3,7.26,1,5.919509432127724
1079,1,dg}@@@MJeWmZnvzjh@b@@,C2(CCCN(CC1(=CC=CC(=C1)N))C2),0.022103231691159575,0.144587613589839,3.6364474449626076,["NH2"],2,["N"],0.24324324324324326,CDCl3,7.26,1,1.811442370354419
1080,1,dg}@@@mJeWm^ntzjh@J@@,C=2(C=C(CN1(CCCCC1))C=CC=2N),0.02084018988023617,0.11107116170814184,3.6130811714605247,["NH2"],2,["N"],0.23529411764705882,CDCl3,7.26,1,1.2743174177824823
1083,1,dcnL@HCiReem\i]iffjP@,C=2(C=C(C1(=CC=CO1))ON=2)(CO),0.018314106258389362,0.19036071425325873,2.4473420576844633,["OH"],1,["O"],0.46153846153846156,CDCl3,7.26,1,1.7540767783577604
1084,1,dco@@@iTifUWJGYB`h`@@,C1(=CC=C2(N(C(=NC2(=C1))CN)C)),0.008209771771005014,0.1631577900996303,1.7173761475052194,["NH2"],2,["N"],0.3125,CDCl3,7.26,1,0.774610796353958
1086,1,dcm@@@WIHhddXwSmPTDP@@,C=1(C=C(N)C=CC=1)(N2(CCCC2)),0.0290499616512383,0.17439802825626516,3.5985561906349055,["NH2"],2,["N"],0.2413793103448276,CDCl3,7.26,1,2.988657521495531
1091,1,dieH@LDLdTTNrjYj`@,O1(C(C)=NC(=C1(C))CN),0.008209771771005014,0.2628184394974133,1.3374438744012827,["NH2"],2,["N"],1,CDCl3,7.26,1,1.2541998537649977
1093,1,dclD@@uJYU_rnf`Pbh@@,O1(C=2(C=CC=CC=2(C(=C1)CCO))),0.010735855392852711,0.295069978281438,1.8792678274285295,["OH"],1,["O"],0.16666666666666666,CDCl3,7.26,1,1.8169908365529115
1103,1,foAQ@@J\AdRbbatRUNV]TmT@D@@@,N2(C1(=CC=CC=C1))(N=C(C(=C2C)CO)C),0.017051064447471953,0.05378654481252582,1.5919110486936023,["OH"],1,["O"],0.3333333333333333,CDCl3,7.26,1,0.4709421739306696
1104,1,dk^@`C@HRe^UwBeZV@Bh@@,C1(=CC(=CS1)C2(=CC=C(C=C2)CN)),0.009472813581928863,0.36023811106917086,1.4535544267402392,["NH2"],2,["N"],0.23809523809523808,CDCl3,7.26,1,1.9630779663288773
1106,1,foA@`@@VRfYeUyFtz`@`B@@@,C=2(C=C(C(OC1(=CC=CC=C1))=CC=2)CO),0.009472813581932193,0.6291100935550329,4.741644305954368,["OH"],1,["O"],0.1346153846153846,CDCl3,7.26,1,6.0724276320135795
1111,1,dk^H@CCIEEHhjbi]hJbB`@@,C2(=CC=CC=1(CC(OC=12)(C)C))(CN),0.008841292676470047,0.04869932569363703,6.92385912260286,["NH2"],2,["N"],0.6666666666666666,CDCl3,7.26,1,0.8216601222239612
1112,1,dcNDpDWPbJdNbLbbTTjcC@QDp@@,C=1(C(=NC(=C(C=1)F)Cl)Cl)(C(=O)O),0.0031576045273085107,0.2672312332501595,2.50088647629031,["OH"],1,["O"],0.2857142857142857,DMSO,2.5,1,4.34603947830958
1114,1,foAP`@AFAcIEEDUDebTlziZ``H@@,O2(C(=CC=C2(OC1(=CN=CC=C1)))CNC),0.006946729960073839,0.13107681233135934,8.371933567257441,["NH"],1,["N"],0.3,CDCl3,7.26,1,4.6738906768507436
1117,1,dig@@@`\dTTUrijjP@,N1(N=C(C)C=C1(CN))(C),0.02273475259662927,0.11675125030983445,1.405785773741674,["NH2"],2,["N"],0.7142857142857143,CDCl3,7.26,1,1.5491359611058535
1119,1,dk_@@@bTif]UrevZhHH@@,C12(=CC=CC=C2(N(N=C1(CNC))C)),0.006946729960081166,0.1464809290930953,1.5630078154669675,["NH"],1,["N"],0.4444444444444444,CDCl3,7.26,1,0.5851176255899805
1120,1,foAQ@@JVAdbRrbRaQJJuUT@ET@@@,C1(COCCN1C=2(C=CC=C(C=2)CNC)),0.012630418109242925,0.10778690375152028,6.818502564521928,["NH"],1,["N"],0.3076923076923077,CDCl3,7.26,1,2.1140893771187077
1123,1,gOtHEQVILj[Ru@@,N1(C(=NC(=C1)I)C),0.009472813581932193,0.08928333929953153,7.141735753845048,["NH"],1,["N"],0.6666666666666666,DMSO,2.5,1,0.5882900233625892
1127,1,dk]@@@uJf]}RXYjA@j`@@,C=2(C=C(C=C1(C=CN(C1=2)C))CNC),0.008841292676466939,0.06762674912586356,1.3241191704777295,["NH"],1,["N"],0.42105263157894735,CDCl3,7.26,1,0.3208676049096445
1137,1,dk_H@NdpRVUnuatz@HiR@@,C2(=CC(=CC(N1(C=NC=N1))=C2)CO),0.006315209054621462,0.9966080385924262,4.7059155985063486,["OH"],1,["O"],0.3,CDCl3,7.26,1,2.2439124011098204
1140,1,dg}H@ILDee]YVx{h@JiR@@,C1(=CC(=CC=C1CN2(C=NC=C2))CO),0.008841292676470047,0.35447732288078687,7.484910479334014,["OH"],1,["O"],0.4444444444444444,CDCl3,7.26,1,0.2136603851793214
1145,1,dk]D@FDCrQQJFHhjEZefji@@,N2(N=C(C=C2(C1(=CC=CO1)))CO)(C),0.008841292676470047,0.19850446633750735,4.643654640092753,["OH"],1,["O"],0.26666666666666666,CDCl3,7.26,1,0.851382757344863
1153,1,fhiPc@JL|DD`bPqHYEHXeDddipUgUSUA@p@@@,C=2(C=C1(N=C(N(CC(O)=O)C1=CC=2)C(F)(F)F)),0.012630418109234043,0.13076852812450937,3.3629988928976906,["OH"],1,["O"],0.13636363636363635,DMSO,2.5,1,0.6861677075655326
1154,1,flePc@JLbdD`bPqHYEHXeDddbipUgUSUAAS@@@,C=2(C=C1(N=C(C(F)(F)F)N(CCCC(O)=O)C1=CC=2)),0.014524980825629363,0.44805937179122535,4.4365208418919355,["OH"],1,["O"],0.1951219512195122,DMSO,2.5,1,12.497493765910011
1164,1,dgH@JzprQIYQIPeR{UT@EP@@,C1(=CC(=NC(=C1)N2(CCOCC2))CN),0.01957714806931965,0.12636128473312588,1.6260772279191955,["NH2"],2,["N"],0.3181818181818182,CDCl3,7.26,1,1.4709650604208688
1167,1,dk^D@IADfyegEYuhBHX`@,C=2(C1(=C(C=CN1C)C(C(O)=O)=CC=2)),0.006315209054621462,0.1453182680429899,7.242344679540067,["OH"],1,["O"],0.2608695652173913,DMSO,2.5,1,2.6026013752446153
1180,1,foAQ@@JN@eJzsJdhZuUTAAP@@,C=1(C(=C(C=CC=1)CN2(CCOCC2))CN),0.015788022636548105,0.16744556186454937,1.932256425060937,["NH2"],2,["N"],0.23076923076923078,CDCl3,7.26,1,1.6554067492077655
1181,1,foAA`@@HXdwL|klEYsSTa@P@@,O1(C(C)=CC(=C1C=2(C=CC=CC=2))C(=O)O),0.005683688149159316,0.2690544323857874,7.466043359970529,["OH"],1,["O"],0.19230769230769232,DMSO,2.5,1,9.267688235907256
1185,1,f`qa@@G@RfYU_tVeFh@@@j@@@,C=1(C=C(C=CC=1)OC2(=CC=C(C=C2)CNC)),0.017051064447471953,0.05646273071812615,1.4225902037860265,["NH"],1,["N"],0.3181818181818182,CDCl3,7.26,1,0.5843332877174965
1188,1,dg}@@@OIHhdd\dwRmPTAU@@@,C=2(N1(CCCC1))(C=CC(CNC)=CC=2),0.013893459920162332,0.10320088201077988,1.1516184362877664,["NH"],1,["N"],0.3103448275862069,CDCl3,7.26,1,0.8748945088114555
1191,1,dg|`@@bcrQQJEJEETkMP@UH@@,C2(=CC(=CC(N1(N=CN=C1))=C2)CNC),0.012630418109238484,0.06337384030580369,1.4147750401705046,["NH"],1,["N"],0.5555555555555556,CDCl3,7.26,1,0.46901792358543143
1193,1,dg~@`C@HrQQJEJEETkTh@UP@@,S1(C(=CC=C1)C2(=CC=CC(=C2)CNC)),0.010735855392852711,0.08117283829514903,1.282212557527171,["NH"],1,["N"],0.20689655172413793,CDCl3,7.26,1,0.5787202645078795
1195,1,dg~H@CCIEDhThTURmR`AU@@@,O1(C(=CC=C1)C=2(C=C(C=CC=2)CNC)),0.006946729960081166,0.10763889683598434,1.3434000584350196,["NH"],1,["N"],0.3103448275862069,CDCl3,7.26,1,0.5034275958917298
1201,1,dcn@`E@HRe^UlJ]iX@b@@,S2(C=C(C1(=CC(=CC=C1)N))C=C2),0.015156501731080851,0.15788864332257907,3.7273864553490927,["NH2"],2,["N"],0.18421052631578946,CDCl3,7.26,1,1.3141723071722509
1208,1,dcMD`HHY@HReg{\jfZZh@@,S1(C(=C(C(OCC)=O)C(=N1)C)N),0.016419543542015802,0.07333029420584354,7.78175066841588,["NH2"],2,["N"],0.4,DMSO,2.5,1,0.8694340711359368
1211,1,dk^H@CCIEDhThRjUjT@J`@@,C2(C=1(C=C(C=CC=1)CN))(=CC=CO2),0.006315209054621462,0.3135315928167861,6.66134796848623,["NH2"],2,["N"],0.3103448275862069,CDCl3,7.26,1,3.5955251119774165
1212,1,dg|L@@RTfyegQt{ZBBRa@@,C=2(C1(=CC=CO1))(C(C(O)=O)=CC=CC=2),0.01010433448739434,0.73324422240093,7.658473043398215,["OH"],1,["O"],0.07954545454545454,DMSO,2.5,1,80.68510528481468
1215,1,dmNH@AAIYegiEV@bD`@,C=1(C=O)(C2(=C(C=CC=1)NC=C2)),0.008841292676470047,0.2520305006747832,7.107522141830867,["NH"],1,["N"],0.23076923076923078,DMSO,2.5,1,1.6107105100438357
1217,1,dk^@`C@HrQQJEJDjeZe@Bh@@,S1(C(=CC=C1)C2(=CC=CC(=C2)CN)),0.01199889720377656,0.3377351497158124,1.456516969287789,["NH2"],2,["N"],0.14705882352941177,CDCl3,7.26,1,2.8717640286859343
1220,1,dg|D`Cl@aJUyV{BgZV@HZ@@,S1(C=C(C=C1)C=2(C=C(C=CC=2)C(O)=O)),0.013261939014686419,0.40920601972558607,13.1009485348881,["OH"],1,["O"],0.1206896551724138,DMSO,2.5,1,3.590351707304457
1225,1,f`qa`@M@QIInUue^B]yh@J@@@@@,C=2(C=NC(OC1(=CC=C(C=C1)C(=O)O))=CC=2),0.06330562510839641,0.10535692117492541,12.93057394694649,["OH"],1,["O"],0.11764705882352941,DMSO,2.5,1,4.41459549848092
1227,1,dg|D@@OIEEEDTdU[]RpPQ@@@,O1(C(=CC(=C1C=2(C=CC=CC=2))CO)C),0.010735855392852711,0.13534198626378058,1.6088987554487713,["OH"],1,["O"],0.2413793103448276,CDCl3,7.26,1,0.9664217980135605
1232,1,dk\`@@rSrQQQQEZitp`jJb@@,C2(=C(N=C(N1(CCNCC1))C=N2)C),0.007578250865545755,0.26309366044837784,7.854273395361447,["NH"],1,["N"],0.4666666666666667,CDCl3,7.26,1,1.1826770584189865
1234,1,fbmPB@LJ@DYHhihddhed\TLENZY`h@`B@@@,C=1(C=C(C=CC=1)C3(=C(SC(C2(=CC=CC=C2))=N3)CNC)),0.005683688149159316,0.09302752831639481,7.393996832462122,["NH"],1,["N"],0.2,CDCl3,7.26,1,10.67793314185085
1236,1,foAP`@EZ@aInUuexJsf`@jeH@@,C=2(C(CN1(C=CC=N1))=CC=C(C(=O)O)C=2),0.006315209054621462,0.9901042907208571,5.440621294566829,["OH"],1,["O"],0.22857142857142856,DMSO,2.5,1,3.536229009856384
1242,1,dk^H@CCIEDhXdbi]jTBB`@@,C=2(C1(=CC=CO1))(C(CN)=CC=CC=2),0.011367376298314635,0.3155141556166884,1.5156718886428178,["NH2"],2,["N"],0.2857142857142857,CDCl3,7.26,1,2.3723042787990622
1246,1,dg}@@@oIHdcDedUKmUP@U@@@,C=1(C(=CC=C(CN)C=1)CN2(CCCC2)),0.050521672436953935,0.07951046484879616,1.3841128624714174,["NH2"],2,["N"],0.14285714285714285,CDCl3,7.26,1,4.27332197406281
1247,1,dk_@@@i\dTTRRQravPhJJ@@,C2(=CC=CC=1(N=C(N(C=12)C)CNC)),0.005683688149159316,0.1556715707481496,7.192467084284507,["NH"],1,["N"],0.30434782608695654,CDCl3,7.26,1,4.0055959587693035
1248,1,dk]@@@wIEDhlTjxY@@@j@@@,C1(=CN=C2(C=CC(=CC2(=C1))CNC)),0.0069467299600836085,0.1405663969271642,7.733893415992796,["NH"],1,["N"],0.32,CDCl3,7.26,1,5.253382833851923
1249,1,dmO@@@qTie_\kaZfVj@@,C=1(C(=CN2(C=CN=C2(C=1)))CN),0.010735855392856486,0.4088329753850468,7.54935097520581,["NH2"],2,["N"],0.16666666666666666,CDCl3,7.26,1,18.249798025468664
1250,1,dg@@@WTjYU^~VSjB`hh@@,C=2(C=CC(N1(CCN(CC1)C))=CC=2N),0.007578250865540426,0.05443039086186467,3.5966616279185204,["NH2"],2,["N"],0.2857142857142857,CDCl3,7.26,1,0.04459348147232252
1253,1,dk_@@@p|dTRbrQhYTHJJh`@,C2(=CN=C(N1(CCCC1))C=C2(CN)),0.02273475259662927,0.18847237398379751,1.3707203098597558,["NH2"],2,["N"],0.32,CDCl3,7.26,1,2.5543905808419973
1256,1,dif@`F@HRf]\jfZh@@,S1(C=C(C)C=C1(CNC)),0.01010433448739434,0.14534878674279164,6.733863299483305,["NH"],1,["N"],0.45454545454545453,CDCl3,7.26,1,4.124919214254055
1257,1,f`qP`@FZ@cHideEEDcKSoMUTC@P@@,C=2(C=C1(N=C(N(C1=CC=2)CCCC(O)=O)C)),0.015788022636553656,0.16573415606052433,4.432163785844656,["OH"],1,["O"],0.22580645161290322,DMSO,2.5,1,3.41342827119416
1259,1,foAq@@J\lCIDeeDeBbTUjjh@Jh@@,C=1(C=CC(=NC=1CNC)N2(CCOCC2)),0.006315209054621462,0.12636672501147728,6.472393958721083,["NH"],1,["N"],0.37037037037037035,CDCl3,7.26,1,2.7516215583962595
1263,1,dcnH@ECIEDhThUSmR`DP@@,C2(C=1(C=C(C=CC=1)N))(=CC=CO2),0.0959652907707973,0.19528606453575148,3.705093065269815,["NH2"],2,["N"],0.1320754716981132,CDCl3,7.26,1,17.392549865468137
1265,1,dk]@@@OIHhdhbfy]jBbB`@@,C1(=CC=CC=C1(CN))(N2(CCCC2)),0.01010433448739434,0.18483607798069496,6.988560411155424,["NH2"],2,["N"],0.1935483870967742,CDCl3,7.26,1,11.85047297878942
1280,1,daFH@NCIEDceTsT@@,O1(C(C)=C(C=C1)CN),0.013893459920162332,0.17768926181494415,1.2587744862412782,["NH2"],2,["N"],0.625,CDCl3,7.26,1,1.657953609660383
1281,1,dg~H@ICHeDeBhdwG]@AUTP@@,C(N1(CCCC1))C=2(C=C(C=CC=2)CO),0.008209771771007901,0.2676274207203498,7.274916618661363,["OH"],1,["O"],0.16129032258064516,CDCl3,7.26,1,16.031233550600348
1282,1,dg}@@@oIHdcDeBUKmUP@U@@@,C(N1(CCCC1))C=2(C=C(CN)C=CC=2),0.01199889720377656,0.37809003245728323,1.5816228533251455,["NH2"],2,["N"],0.22580645161290322,CDCl3,7.26,1,2.8091519860113214
1284,1,dk_@@@`tigyWrevZh@I@@,C=2(C(CN1(C=CC=N1))=CC=C(N)C=2),0.02336627350208298,0.1469669337546775,3.6183389993808497,["NH2"],2,["N"],0.3076923076923077,CDCl3,7.26,1,1.9076236943840226
1285,1,f`qa@@G@rQQQIISGBtju@@@QP@@@,C=1(C=C(C=CC=1)OC2(=CC=CC(=C2)CNC)),0.010735855392852711,0.12121085009117855,1.3010940160486915,["NH"],1,["N"],0.18181818181818182,CDCl3,7.26,1,0.8439189137375175
1290,1,foA``@L@]dbbbRRqPmJMP@@AP@@@,C=1(C=NC(=CC=1)OC2(=CC=C(C=C2)CO)),0.008841292676470047,0.5742295832247931,4.687636702669299,["OH"],1,["O"],0.19047619047619047,CDCl3,7.26,1,6.95832885273695
1292,1,dkmH@FdDiee~EZB`b`@@,C=1(C=CC=CC=1OCCN(C)C)(N),0.0069467299600836085,0.08405624997867468,6.805298478138498,["NH2"],2,["N"],0.3076923076923077,CDCl3,7.26,1,5.74278283122738
1299,1,dk^@`C@HrQIZIJGBeZV@Bh@@,S1(C=CC(=C1)C=2(C=C(C=CC=2)CN)),0.006315209054621462,0.42020103944506354,7.389299428769763,["NH2"],2,["N"],0.17857142857142858,CDCl3,7.26,1,44.69200042620203
1300,1,digH@J[`RVYZyfih@@,N1(N=CC(C=O)=C1(N))(C),0.01831410625840224,0.14644004012702494,6.749364975652724,["NH2"],2,["N"],0.46153846153846156,DMSO,2.5,1,1.6940886733253557
1301,1,foA`b@JBd@HrQQQJFEKEKNiff@B@@@,C=2(C=C(C1(=C(C(O)=O)SC(C)=N1))C=CC=2),0.007578250865545755,0.15862934981795956,7.719230098775127,["OH"],1,["O"],0.15384615384615385,DMSO,2.5,1,1.9706796093979946
1303,1,dk^H`Ix@cIEEEBdbi]jVfjd@@,S2(C(=CC=C2(C=1(OC=CC=1)))CNC),0.007578250865540426,0.43809168782237423,3.9243344338895763,["NH"],1,["N"],0.3684210526315789,CDCl3,7.26,1,1.464189892739755
1307,1,foA@P@@HHIInUvUYrsfij`@P@@,O1(C(=CC=C1OC2(=CC=CC=C2))C(=O)O),0.01010433448739434,0.712739858824955,7.475463029266739,["OH"],1,["O"],0.08955223880597014,DMSO,2.5,1,19.081967022202733
1308,1,foAqB@JLTPDQdTTTqTRSAV]AAD@@@@@,C2(C1(=CC=CC=N1))(=NC(=C(Cl)C(=N2)O)C),0.003789125432770213,0.08793067668052505,2.240250443339583,["OH"],1,["O"],0.34782608695652173,DMSO,2.5,1,0.20160204771504459
1315,1,dcnH@NAIYVyXYv`BJa@@,C=1(C(=CC=2(N(C=CC=2(C=1))C))CO),0.01831410625840224,0.18908660168245814,4.821137801429456,["OH"],1,["O"],0.5333333333333333,CDCl3,7.26,1,1.368066766324678
1317,1,dk]@@@uJf]wRXYjA@j`@@,C1(=C(CNC)C=C2(N(C=CC2(=C1))C)),0.010735855392856486,0.16450707756132496,7.320069294520022,["NH"],1,["N"],0.5,CDCl3,7.26,1,0.5805456613159671
1318,1,dk^H@JAIYeg^WShHJJH@@,C1(=CC=CC=C1(CO))(N2(CCCC2)),0.010735855392856486,0.20113739686642207,7.11107546681508,["OH"],1,["O"],0.16666666666666666,CDCl3,7.26,1,4.568729473246673
1319,1,dcm@@@GIHhdhjwKmPU@P@@,N1(CCCC1)(C=2(C=CC=CC=2N)),0.030944524367623405,0.17805839191134387,3.9098959970275247,["NH2"],2,["N"],0.11320754716981132,CDCl3,7.26,1,0.08846856282981176
1320,1,dg}@@@OIHhdhbbwKmPTPU@@@,N1(CCCC1)(C=2(C=CC=CC=2CNC)),0.009472813581932193,0.095717518174988,6.97277238851887,["NH"],1,["N"],0.25806451612903225,CDCl3,7.26,1,5.226486568803709
