filenameNumber,labile,moleculeID,smiles,containsAromaticSystem,labileProtonType,solvent,solventShift,machineFrequency
565,0,dg\LPLtpqEBDenUvaff@BV@@,S(C1(=CC=C(C(=O)CBr)C=C1))(=O)(=O)C,1,,CDCl3,7.26,250.131544655141
569,0,deu@PDxH`PaIeeZxY`BIH@@,N=1(C2(=C(C(Cl)=NC=1)C=CS2)),1,,CDCl3,7.26,250.131544655141
570,0,f`qaa@EHqXDQ@HrJPqIYQQBd{tl@ESQ@@@,C2(N1(C(CCC1)=O))(=CC=C(C=C2)S(Cl)(=O)=O),1,,CDCl3,7.26,250.131544655141
572,0,gOxHFJqIeZx@@@,N1(=CC=C(C=C1)I),1,,CDCl3,7.26,250.131544655141
576,0,dmtDpDpHb@c`cHiCED^fVZf`@,S1(C(C)=C(S(Cl)(=O)=O)C=C1(C)),1,,CDCl3,7.26,250.131544655141
580,0,dmvL`BpYBHRVW[ijfii@@,O1(C=C(C(OC)=O)N=C1(CCl)),1,,CDCl3,7.26,250.131544655141
581,0,dmtHHLCDFPfPVPRVUzijfji@@,O1(C(=CC=C1(C(F)(F)F))CBr),1,,CDCl3,7.26,250.131544655141
582,0,deVH`DDHaIe]jZ@BX@@,N=1(C(=CC=C(C=1)C(=O)C)Cl),1,,CDCl3,7.26,250.131544655141
583,0,foApb@DDEhpHaIe[]mhpTiiiYjh@@,C2(=C(N=C1(N2(N=C(C=C1)Cl)))C(OCC)=O),1,,DMSO,2.5,250.131544655141
585,0,f`qP`@J\@{HeEDcDeeSakLuL@EP@@,N2(C1(=CC=C(OC)C=C1))(C(=C(C=N2)C=O)C),1,,CDCl3,7.26,250.131544655141
586,0,foAQB@NB\BPRYWY[zLUj@BiZR@@,N2(C1(=CC=C(F)C=C1))(C(=C(C=N2)C=O)C),1,,CDCl3,7.26,250.131544655141
587,0,devH`DDHaIeeZxY`BIH@@,C=1(C2(=C(C=CN=1)OC=C2))(Cl),1,,CDCl3,7.26,250.131544655141
589,0,f`aAQ@DXyYpHb@QdTabbRQfejVBBIh@@,S(C1(=CC(C(=O)OC)=CC=C1OC))(=O)(=O)Cl,1,,CDCl3,7.26,250.131544655141
590,0,devH`DHHaIemRhYf`@`@@,C=1(C2(=C(C=CC=1)ON=C2Cl)),1,,CDCl3,7.26,250.131544655141
592,0,f`qaa@MHpxDQ@HrJPqISIZBehtl@ETq@@@,O=S(C2(=CC=C1(C(CCN1C(=O)C)=C2)))(Cl)=O,1,,CDCl3,7.26,250.131544655141
593,0,dg\BpDsSBH`HhHrJPqJHs\LmMTt`@,S1(C(=C(C=C1C(OC)=O)C)S(Cl)(=O)=O),1,,CDCl3,7.26,250.131544655141
594,0,dg\HHLCDvPNPnPrISQIPrCML@ET@@,C(C=1(C=C(C(=O)CBr)C=CC=1))(F)(F)F,1,,CDCl3,7.26,250.131544655141
597,0,dcNDPLFPqDBLbbRRaQUSUMR@@,S1(C(=NC(=C1C(=O)OCC)C)Br),1,,CDCl3,7.26,250.131544655141
599,0,foAaaBCHlxDPPHMKnR[eU]f\UjZZ@I`@@,[N+](C=1(C=CC2(=C(C=1)C=C(S2)C(=O)Cl)))([O-])=O,1,,CDCl3,7.26,250.131544655141
600,0,dknDPES@bHBLbdLTRRgYXHL`@@,S(C=1(C(C#N)=CC=C(C=1)C))(=O)(=O)Cl,1,,CDCl3,7.26,250.131544655141
602,0,dklDHDpHb@aX`xcHiBhdhYvV`BH@@,S(=O)(=O)(CC1(=CC(Cl)=C(C=C1)Cl))Cl,1,,CDCl3,7.26,250.131544655141
604,0,deV@pDBHZHfHrJIJHut@QP@@,N=1(C(=CC(=CC=1Cl)CCl)Cl),1,,CDCl3,7.26,250.131544655141
605,0,fdya@`LJ@D^d@rDYCIEEMDdceIbakTsAHEU@@@,S2(C(C=1(C=CC(=CC=1)C(F)(F)F))=NC(=C2(C=O))C),1,,CDCl3,7.26,250.131544655141
606,0,fhi`B`J@qDACiCt`FPrJIQFIKJPeMFij`@jd@@,S2(C(C=1(C=CC(=CC=1)C(F)(F)F))=NC(=C2(Br))C),1,,CDCl3,7.26,250.131544655141
607,0,dcl@P@BJBDiWYWBWZV`@`@@,C=1(C=CSC=1)(SC2(=CC=CC=C2)),1,,CDCl3,7.26,250.131544655141
608,0,difDQJxPbDBJd^RY[bZfid@@,C1([N+]([O-])=O)(=C(SC=C1)Cl),1,,CDCl3,7.26,250.131544655141
610,0,fly`B@E@SDjfUUUuuzjBhJbh@@,[Sn](C=1(C=NC=CC=1))(CCCC)(CCCC)CCCC,1,,CDCl3,7.26,250.131544655141
611,0,dcMDaFtYBPZY{HhdihcWPACV@@,[N+](C=1(C(C#N)=CC=C(C=1)F))([O-])=O,1,,CDCl3,7.26,250.131544655141
616,0,dcNDQIWPbNbIg^rJJISFLLADS@@@,[N+](C=1(C=C(Cl)C(=C(C=1)Cl)C))([O-])=O,1,,CDCl3,7.26,250.131544655141
617,0,foAAB@A@BLdTTQVbRIRsjem`@`@@,S2(C(=CC=C2(C#CC1(=CC=CC=C1)))C=O),1,,CDCl3,7.26,250.131544655141
618,0,dg^LQIsSCDnHfSyI[e[dUi`BF`@@,[N+](C=1(C=C(C(=O)CBr)C=CC=1Cl))([O-])=O,1,,CDCl3,7.26,250.131544655141
619,0,dk^H`AtLQIe[WjXY`@jfH@@,C1(=C2(N(CCC2(=CC(=C1)Br))C(C)=O)),1,,CDCl3,7.26,250.131544655141
620,0,dk^BAHAEvISdfyVyz]Mh@ah`@,[N+](C=1(C=C2(C(OCC2(=CC=1))=O)))([O-])=O,1,,DMSO,2.5,250.131544655141
623,0,die@`BDLQIeWih@K@@,N#CC1(=CC(Br)=CN=C1),1,,CDCl3,7.26,250.131544655141
627,0,deTL`JxPBDiU{pjifjBh@,S1(CC(=O)C(C(OC)=O)C1),0,,CDCl3,7.26,250.131544655141
638,0,dctL`Bi`bDfYojifjhb`@,C(C(C(C)(C)C)=O)(C(=O)OC)Cl,0,,CDCl3,7.26,250.131544655141
639,0,fdy`Q@NPQxH@bPQddafbTVReEJsejYjeZh@@,C=1(C(=C(C(=O)OC)SC=1)N2(C=CC=C2))(S(=O)(=O)C),1,,CDCl3,7.26,250.131544655141
641,0,deVD`BrPbDenUFZZjh@@,N1(C(=O)CCl)(CCOCC1),0,,CDCl3,7.26,250.131544655141
645,0,didHPNCDHHRY]bjZYh@@,S1(C=C(C=C1(C(=O)C))Br),1,,CDCl3,7.26,250.131544655141
647,0,dk^@PACDtHRYWYVfWX@JVb@@,C1(=CC=C(C=C1)Br)(C2(=CSC(=N2)C)),1,,CDCl3,7.26,250.131544655141
648,0,fdyaP@D@XhulbbbfrbbVINN|uSUKUTpxP@,N1(C(=O)C(C(C(OCC)=O)C1)=O)(CC=2(OC=CC=2)),1,,CDCl3,7.26,250.131544655141
649,0,foAqB@AJt`DPdwJv{\dkTpACUD@@,C(C1(=CC=C2(C(=C1)N=NN2C(C)C)))(=O)Cl,1,,CDCl3,7.26,250.131544655141
653,0,fhi`a@IV\@HpDYHhhdddXTQgAULuuMT`@@,C12(=C(C(C)=C(S1)C(=O)OCC)C(C)=C(S2)C#N),1,,CDCl3,7.26,250.131544655141
654,0,fbu`a`AHpBH`DTBHrBYCLadTabTQbRrdxIwiZZh@Ji@@@,S2(C(C=1(C=CC(C(F)(F)F)=CC=1))=NC(=C2(S(Cl)(=O)=O))C),1,,CDCl3,7.26,250.131544655141
655,0,dieH`BXPqDfYTffif@@,N1(N=CC(=C1(C=O))Br)(C),1,,CDCl3,7.26,250.131544655141
662,0,fi{`b`LJt@HYPMdNr@yCIEEMDhedmEDyLTlEwjY`jBbjjh`@@,S3(C(B1(OC(C)(C)C(C)(C)O1))=C(C)N=C3(C2(=CC=C(C=C2)C(F)(F)F))),1,,CDCl3,7.26,250.131544655141
663,0,do|DPDpHb@cHiBhdliIVV`@j`@@,S(=O)(=O)(CC1(=CC=C(C(C)(C)C)C=C1))Cl,1,,CDCl3,7.26,250.131544655141
664,0,dcLDpDpHb@cXcHiBhdmJrt@D@@,S(=O)(=O)(CC1(=CC=C(C=C1)Cl))Cl,1,,CDCl3,7.26,250.131544655141
665,0,do|DhDpHb@`yByAyCHiBhdhYIVV`@j`@@,S(=O)(=O)(CC1(=CC(C(F)(F)F)=CC=C1))Cl,1,,CDCl3,7.26,250.131544655141
667,0,dg|DPMLLPPaIe[]nfFX@JYh`@,S1(C=2(C=CC(=CC=2(C=C1(C(=O)OC)))Br)),1,,CDCl3,7.26,250.131544655141
671,0,dg~HPDTHbXcHheEELbwG\A@R@@@@,N1(=C(C(=CC2(=C1C=CC=C2))C(Cl)=O)Cl),1,,CDCl3,7.26,250.131544655141
680,0,dcmH@LxDee[UaWV@@@@@@,N=2(C1(=NC=CC=C1C=CC=2C=O)),1,,DMSO,2.5,250.131544655141
685,0,dclH`ACDRYVyzy]`BFh`@,O=C1(C2(=CC(=CC=C2(CCC1))Br)),1,,CDCl3,7.26,250.131544655141
694,0,dcLDPDpHb@cHiCEDmJrpDD@@,S(C=1(C(=CC=C(C=1)C)C))(=O)(=O)Cl,1,,CDCl3,7.26,250.131544655141
695,0,do|DXDpHb@cX`yByAyCHiCDeLiAfV@Bj`@@,S(C1(=CC(C(F)(F)F)=C(C=C1)Cl))(=O)(=O)Cl,1,,CDCl3,7.26,250.131544655141
697,0,fhi@c@DXADPB@qFQRFIKJIKBd{tl@D@D@@@,O=S(=O)(C2(=CC=C(C=1(C=CC(Cl)=CC=1))C=C2))Cl,1,,CDCl3,7.26,250.131544655141
698,0,do}D@NTDRY[WYQej@Bj`@@,C=1(C=C(C=NC=1(N(CC)CC))C(OC)=O),1,,CDCl3,7.26,250.131544655141
699,0,foAP`@NJ@aIem]eEJsfh@JjH@@,N2(C1(=CC=C(C(OC)=O)C=N1))(CCCC2),1,,CDCl3,7.26,250.131544655141
700,0,fhi@c@DXADPB@rFQRFIKJIKBd{tl@D@D@@@,O=S(=O)(C2(=CC=C(C=1(C=CC(F)=CC=1))C=C2))Cl,1,,CDCl3,7.26,250.131544655141
701,0,fdyAa@DXBBH`DYEHXdlhdlaR]zV@B@B`@@,O=S(=O)(C2(=CC=C(C=1(C=CC(OC)=CC=1))C=C2))Cl,1,,CDCl3,7.26,250.131544655141
705,0,fhi@a@DXADPBLbdLRVTRVEIwiX@H@H@@@,O=S(=O)(C2(=CC=C(C=1(C=CC(C)=CC=1))C=C2))Cl,1,,CDCl3,7.26,250.131544655141
708,0,dk^@PDBHfHRYYm^ntx@``@@@,N2(=C(C(=CC=1(C=CC=CC=12))CCl)Cl),1,,CDCl3,7.26,250.131544655141
709,0,dk]H@JXLbTTRTJx]M`HJh`@,N2(C=1(C(=CC=CN=1)C=O))(CCCC2),1,,CDCl3,7.26,250.131544655141
711,0,f`qa`@F@UkHhdhdYeIQgAMUUMUT`aEB@@,C12(CCC(CC(=O)C1)N2(C(OC(C)(C)C)=O)),0,,CDCl3,7.26,250.131544655141
713,0,dg|DpDpHb@b`cHiCDddmpz\mM@D@@@,S1(C=2(C=CC(=CC=2(C=C1(S(Cl)(=O)=O)))C)),1,,CDCl3,7.26,250.131544655141
714,0,dk]H@JDDee]e[mM`@jh`@,N2(C1(=CC=C(C=N1)C=O))(CCCC2),1,,CDCl3,7.26,250.131544655141
720,0,daE@PDHLSlQIe^f`@`@@,C1(=C(N=NC(=C1)Br)Br),1,,CDCl3,7.26,250.131544655141
723,0,dclD`ITLQIeYUiiv@Bib@@,C1(=CC(=C2(OCCC2(=C1)))C=O)(Br),1,,CDCl3,7.26,250.131544655141
724,0,dkmH@JDDee]e[f@Bj`@@,C1(=C(N(CC)CC)N=CC(C=O)=C1),1,,CDCl3,7.26,250.131544655141
734,0,foAAB@N@qDee[yU`kNh@b@@@@@,C=1(C(=CC(=CC=1)CBr)OC2(=CC=CC=C2)),1,,CDCl3,7.26,250.131544655141
741,0,fjm`R@FZMxHJqIfUWgYkHpRjP`ajZj`@@,C1(=C(C=C2(N(C(OC(C)(C)C)=O)C=C(I)C2(=C1)))C(=O)OC),1,,CDCl3,7.26,250.131544655141
747,0,daEH@LhDeeZYff`@,N1(C=CC(=N1)C=O)(C),1,,CDCl3,7.26,250.131544655141
748,0,foA@``DXADPBJAChcHiCDheenBMZVfh@`@@,S2(C=1(C=CC(=CC=1C(=C2(S(Cl)(=O)=O))C)Cl)),1,,CDCl3,7.26,250.131544655141
750,0,dcl@p@qNBMbDefUvneZdHB`@@,S1(C=C(C=2(C=C(C=CC1=2)Cl))CBr),1,,CDCl3,7.26,250.131544655141
751,0,det@`@BDie_rnF`PJ@@,S1(C=CC=2(C=C(C=CC1=2)C)),1,,CDCl3,7.26,250.131544655141
754,0,foApA@D\TBHiDILlwvkNV]@PT@@@@@,N1(=C(N=C(C(=C1Cl)Cl)C)C2(=NC=CC=C2)),1,,CDCl3,7.26,250.131544655141
755,0,dmuHPDEPbFbLbbRbJkh@bT@@,N1(=C(C=C(C=C1Cl)N=C=O)Cl),1,,CDCl3,7.26,250.131544655141
762,0,dg|L`L{PqDeVYVyO[j``hb@@,C12(=C(OCCO1)C=CC=C2OCCBr),1,,CDCl3,7.26,250.131544655141
763,0,dcn@`DBHrJIQPiUr{@D@@@@,N=1(C(=C(C)C=C2(C=1C=CC=C2))Cl),1,,CDCl3,7.26,250.131544655141
773,0,dcvL@NBfRYYUffjjBL`,C(C(C(OC)OC)=O)=CN(C)C,0,,CDCl3,7.26,250.131544655141
774,0,dg]@hDdHchcY@yByCHheEDkHppDQuP@@,C1(=C(C(F)(F)F)C=C(N=C1Cl)Cl)(C#N),1,,CDCl3,7.26,250.131544655141
776,0,dieH`B[`bDfYtfiZZ@@,N1(C=C(C(C=O)=N1)Cl)(C),1,,CDCl3,7.26,250.131544655141
778,0,dg^DpCWPdDdLdLbdLTRbLgUA@q@@@,C1(=C(C(F)(F)F)C=CN=C1)(C(=O)OC),1,,CDCl3,7.26,250.131544655141
779,0,dcM@pEtIAICICHiCEDeNuPPX@@,C(C1(=C(C#N)C=NC=C1))(F)(F)F,1,,CDCl3,7.26,250.131544655141
781,0,dmvD`BFPqDfU^zZ@BZ@@,C1(C(=O)OC)(=CC(Br)=CN=C1),1,,CDCl3,7.26,250.131544655141
793,0,fj}ab@LPQd@QddabbbRRRvTmVcyJuP@`DCP@@@,N1(C=C(C=O)C2(=C1C=CC=C2))(S(C3(=CC=C(C=C3)C))(=O)=O),1,,CDCl3,7.26,250.131544655141
795,0,dcl@`@dDfUm^feX@@B@@@,C=12(C(=CC(=CC=1)F)C=CC(=C2)C),1,,CDCl3,7.26,250.131544655141
797,0,dg|H`DBHR[YVuFSnZ@@@@@@,C(=O)(CC1(=CC2(=CC=CC=C2(C=C1))))Cl,1,,CDCl3,7.26,250.131544655141
803,0,dg\DhDpHb@cY@yByCHiCDeeHLrp@UP@@,S(C=1(C=CC(C(F)(F)F)=CC=1))(=O)(=O)Cl,1,,CDCl3,7.26,250.131544655141
804,0,fhiA@@@ILvmmM\EisP@UUTP@@,C1=2(C(C(C)(C)CCC1(C)C)=CC=C(C=2)C(=O)C),1,,CDCl3,7.26,250.131544655141
805,0,dcLD`ITLSHeDeMBpt@Pt@@,C(C=1(C=C(CBr)C=CC=1))(=O)OC,1,,CDCl3,7.26,250.131544655141
808,0,gFxHD@aIVMVj@@,C(=NC1(CC1))=S,0,,CDCl3,7.26,250.131544655141
810,0,dmtH`DBHR[e[xY`@h@@,C(C1(=CC(C)=C(C=C1)C))(=O)Cl,1,,CDCl3,7.26,250.131544655141
811,0,deVH`ND@aJYgbZigZ@@,S1(C(=CC=C1(C#N))C(C)=O),1,,CDCl3,7.26,250.131544655141
812,0,ffmAa`CIrBPQHXdGRGi@LadTabRbTtflrDjj@Hfjfh@@,C(C=1(C=C(C(F)(F)F)C=C(C=1)C(CC(=O)OCC)=O))(F)(F)F,1,,CDCl3,7.26,250.131544655141
815,0,dcNDPMS@bHBLbdLRVPsK@AX@@,S(C1(=CC=C(C#N)C=C1))(=O)(=O)Cl,1,,CDCl3,7.26,250.131544655141
819,0,did@`@qLbbRaih@J@@,C1(=C(Br)C=CC=C1CC),1,,CDCl3,7.26,250.131544655141
820,0,dmtH@@rJJYJGaZ@B`@@,C1(C(=O)C)(=CC(CC)=CC=C1),1,,CDCl3,7.26,250.131544655141
822,0,difH@LAJ[UxZZj`@,N1(=C(OC)CCCCC1),0,,CDCl3,7.26,250.131544655141
823,0,fdyAB@L@qDenUmihTc^i`@jjh`@@,C12(=C(C(C)(C)CCC1(C)C)C=CC(=C2)C(=O)CBr),1,,CDCl3,7.26,250.131544655141
824,0,deV@PIBPJPRYg]n``K@@,N#CC1(=CC(F)=C(C=C1)F),1,,CDCl3,7.26,250.131544655141
825,0,deUD@JdDRY[giZijP@,N1(C=NC=C1(C(=O)OC))(C),1,,CDCl3,7.26,250.131544655141
826,0,dcNDPMS@bHBLbdLRTpkK@DX@@,S(C1(=CC(C#N)=CC=C1))(=O)(=O)Cl,1,,CDCl3,7.26,250.131544655141
829,0,dcLL@@STfVyVUZ`HD@@,C(C1(=C(C=O)C=CC=C1))(=O)OC,1,,CDCl3,7.26,250.131544655141
830,0,dmtD@@QIenVUZ`H@@@,C(C1(=C(C)C=CC=C1))(=O)OC,1,,CDCl3,7.26,250.131544655141
831,0,dcLD`ITHaIfW{[hBBZ@@,C(C=1(C=C(Cl)C(=CC=1)C))(=O)OC,1,,CDCl3,7.26,250.131544655141
833,0,dkn@`D@HRUe]kaV@Bj@@,C(=NC1(=CC=C(C(C)(C)C)C=C1))=S,1,,CDCl3,7.26,250.131544655141
845,0,foAaB@FXADIKJnrkNV]UUT@DPQP@,N1(CC(CCl)OCC1)(CC2(=CC=CC=C2)),1,,CDCl3,7.26,250.131544655141
847,0,dcND`LePBLdTTNTvUSMST@@,S1(C(C)=C(CC(OC)=O)N=C1(C)),1,,CDCl3,7.26,250.131544655141
851,0,dg\DhDpHb@cY@yByCHiCDeCHLrp@UP@@,S(C1(=CC(C(F)(F)F)=CC=C1))(=O)(=O)Cl,1,,CDCl3,7.26,250.131544655141
853,0,foA`a@EBdBHxDYEDeeHXeQegP@RuJP@@,S(N1(C=CC=C1))(C2(=CC=C(C=C2)Cl))(=O)=O,1,,CDCl3,7.26,250.131544655141
855,0,foAQA@JBHCDYbYEEEMKDepUgTmU@@`@@,C1(C(=C(Br)C=NN1C2(=CC=CC=C2))Br)(=O),1,,DMSO,2.5,250.131544655141
864,0,dklL@@QTfWe[gVj@H`@@,C(=O)(CC1(=CC(OC)=CC=C1))OC,1,,CDCl3,7.26,250.131544655141
866,0,deVD@DCdfY[ifjVh@@,N1(C(C=C(C1)C)=O)(C(=O)C),0,,CDCl3,7.26,250.131544655141
868,0,dg|D@@QIgfV^UtvhBBh`@,C12(=C(OC(=O)C)C=CC(=C1CCC2)C),1,,CDCl3,7.26,250.131544655141
869,0,dcN@hDCDjHfPVPvPrJIQERMtAAU@@@,C(C1(=CC(Cl)=C(N=C1)Br))(F)(F)F,1,,CDCl3,7.26,250.131544655141
870,0,dmuDaDFUBHFU{HheDUJz@Hf@@,[N+](C=1(C=C(C)C(=NC=1)Cl))([O-])=O,1,,CDCl3,7.26,250.131544655141
872,0,do|DPDpHb@cHiCDeddafV@Bj`@@,S(C=1(C=CC(=CC=1)CCCCC))(=O)(=O)Cl,1,,CDCl3,7.26,250.131544655141
873,0,do|@`@qDfUuUVf`@jjh@@,C1(Br)(=CC=C(C=C1)CCCCCCCC),1,,CDCl3,7.26,250.131544655141
875,0,deTH@@Rfuunh@K@@,C(#C)C=1(C=CC(=CC=1)OC),1,,CDCl3,7.26,250.131544655141
876,0,dcL@@Dke]Unx@Jh@@,C(#C)C1(=CC=C(C=C1)CCCC),1,,CDCl3,7.26,250.131544655141
881,0,dcLDPDpHb@cHiCDedLrp@T@@,S(C=1(C=CC(=CC=1)CC))(=O)(=O)Cl,1,,CDCl3,7.26,250.131544655141
882,0,dg\DPDpHb@cHiCDeddLrp@UP@@,S(C=1(C=CC(=CC=1)CCCC))(=O)(=O)Cl,1,,CDCl3,7.26,250.131544655141
884,0,dmtHpEBPRPrPrJPqIXYjjjX@@,C(C1(CCC(CC1)=O))(F)(F)F,0,,CDCl3,7.26,250.131544655141
898,0,f`~@Q@BTMXFHkDrJJKIJFYUMUTuHaPJ`@,C(=O)(C(CCC(C(=O)OCC)Br)Br)OCC,0,,CDCl3,7.26,250.131544655141
899,0,diTL@@SdfVTjXVjfiLUH@,C1(=O)(OC(=O)C2(C1CC2)),0,,CDCl3,7.26,250.131544655141
900,0,dc\@`@qDeiUgiEQvjjjjlZ\aP@,C12(CC3(CC(C1)CC(C2)C3))(CBr),0,,CDCl3,7.26,250.131544655141
902,0,dknDpDWPbJdNbLbbTTjfXXBHf`@@,C=1(C(=NC(=C(C=1)F)Cl)Cl)(C(=O)OC),1,,CDCl3,7.26,250.131544655141
903,0,dcMLaDkiTHbiWdfVYma`Hah@@,[N+](C=1(C(=NC(=CC=1)OC)Cl))([O-])=O,1,,CDCl3,7.26,250.131544655141
908,0,gKPHAbIKXuT@@,C1(CC1CBr),0,,CDCl3,7.26,250.131544655141
911,0,dk^D`DdpBDeVUmE]MZ@Hh`@,C(=S)=NCC1(=CC2(=C(C=C1)OCO2)),1,,CDCl3,7.26,250.131544655141
914,0,gOxHD@aIUjujh@,C(=S)=NCC1(CC1),0,,CDCl3,7.26,250.131544655141
917,0,gOt@@deekzj`@,C(#N)N1(CCCC1),0,,CDCl3,7.26,250.131544655141
918,0,dazD@BCDimjjh@@,C(N(C)C)(OC)OC,0,,CDCl3,7.26,250.131544655141
920,0,dmLL@@xTfUyZZUZjjj@@,C12(OCCO1)(CCC(CC2)=O),0,,CDCl3,7.26,250.131544655141
923,0,dctJ@@QiUIe{[Ziih@@,C(C(CC(=O)OC)=O)C(=O)OC,0,,CDCl3,7.26,250.131544655141
925,0,dctD@@QIeuUZnjh@@,C(#CCCCCCC)C(=O)OC,0,,CDCl3,7.26,250.131544655141
926,0,dmv@@@RVUv[n@Bh@@,N#CC1(=CC=C(C=C1)C(C)C),1,,CDCl3,7.26,250.131544655141
928,0,didD@@QIeiifjj`@,C1(C(=O)OCC)(CC1)(C),0,,CDCl3,7.26,250.131544655141
931,0,didH`ACDRYWZZ@BP@@,O=CC1(=CC=C(C=C1)Br),1,,CDCl3,7.26,250.131544655141
935,0,dmvLAHAEbTyInYTYZ@`P@@,[N+](C=1(C(C=O)=CC=CC=1))([O-])=O,1,,CDCl3,7.26,250.131544655141
936,0,dmvDaNePbNe^RVUnXZ@HX@@,[N+](C=1(C=C(CCl)C=CC=1))([O-])=O,1,,CDCl3,7.26,250.131544655141
937,0,dif@`ABPRYWZZ@Bp@@,N#CC=1(C=CC(=CC=1)F),1,,CDCl3,7.26,250.131544655141
941,0,daEH@DpDfYbYjj`@,C1(N(CCN1C)C)(=O),0,,CDCl3,7.26,250.131544655141
944,0,gOp`@tfUkZj`@,C1(=O)(CCOCC1),0,,CDCl3,7.26,250.131544655141
947,0,gNxHD@aIUej`@,C(=S)=NCC(C)C,0,,CDCl3,7.26,250.131544655141
951,0,dknH@DAIVUvnEX@Jh@@,C(=NC1(=CC=C(C(C)(C)C)C=C1))=O,1,,CDCl3,7.26,250.131544655141
957,0,dmv@pFBHfPTHRYVukh@ad@@,C(=NC1(=CC(Cl)=CC=C1F))=S,1,,CDCl3,7.26,250.131544655141
959,0,gOx@@dlyoUL@@,N#CC1(CC(C1)=C),0,,CDCl3,7.26,250.131544655141
960,0,dcNLaBx]BPJQ{HhheETtpPLR@@,[N+](C1(=C(C=CC(=C1)C=O)F))([O-])=O,1,,CDCl3,7.26,250.131544655141
963,0,die@`LD@aJYurjYk`@,S1(C=C(N=C1(CC#N))C),1,,CDCl3,7.26,250.131544655141
964,0,gOuHLZHaIYZzZX@,O1(N=C(N=C1)CCl),1,,CDCl3,7.26,250.131544655141
965,0,dmuH`LJ`bDeevjZffj`@,O1(C(=NC(CCl)=N1)C(C)(C)C),1,,CDCl3,7.26,250.131544655141
978,0,fbupb@B\L{pJqIe]e]mjcMF`@jjfjb@@,C=1(C=C(C=NC=1N2(CCN(CC2)C(OC(C)(C)C)=O))I),1,,CDCl3,7.26,250.131544655141
981,0,fbuQb@LFt{p@cIEEhddbieIbbcTsUSSUU@@@,C1(CN(C(=O)OC(C)(C)C)CCC1C=2(SC=C(C=O)N=2)),1,,CDCl3,7.26,250.131544655141
982,0,detH`DCDRYUTjFZZ@@@@,C=1(C=CC=2(OC(=CC=2(C=1))Br)),1,,CDCl3,7.26,250.131544655141
985,0,dg}@`BXLSHhhh]DdSG]KU@A@@@,N2(C1(=CC=CC=C1))(N=C(C)C(=C2C)Br),1,,CDCl3,7.26,250.131544655141
988,0,foAa@@I@rIQIPjIIgKNX@Jjh`@@,C1(CCCN(C1)CC2(=CC=CC(=C2)C=O)),1,,CDCl3,7.26,250.131544655141
991,0,dcn@`NCDRYWYZY]`@jh`@,N1(CCCC1)(C=2(C=CC(=CC=2)Br)),1,,CDCl3,7.26,250.131544655141
992,0,fbm`b@O@Xb`rQRJJVEKJIXYYr\uUU@AUTP@@,C=2(C=CC(B1(OC(C(O1)(C)C)(C)C))=CC=2)(N3(CCCC3)),1,,CDCl3,7.26,250.131544655141
993,0,foAaA@EHADVBDfyWYW`cVf@Beh`@@,C1(=CSC(=N1)C)(C2(=CC=C(C(Cl)=O)C=C2)),1,,CDCl3,7.26,250.131544655141
995,0,fdyP`@MA@cHheLeBhdlJW`mP@UUTP@@,C=1(C=C(C=C(C(OC)=O)C=1)CN2(CCN(CC2)C)),1,,CDCl3,7.26,250.131544655141
997,0,foAQB@BLPBHrJZJHjII`kNffj@A@@@,C=1(C=CC(=CC=1)C2(=NN(C(=C2)C(Cl)=O)C)),1,,CDCl3,7.26,250.131544655141
998,0,dk^H`LhHaIY]eZ[Sii`@`@@,C2(=CC=C(C=1(ON=C(C=1)CCl))C=C2),1,,CDCl3,7.26,250.131544655141
1001,0,fluaB@LJ@DISMrjwobaoQSSLD`@A@@@,C=1(C=C(C=CC=1)C3(=C(SC(C2(=CC=CC=C2))=N3)C=O)),1,,CDCl3,7.26,250.131544655141
1002,0,fde@Q@F\EH@PR`RfUeUylTU[QjYjjjjj@@,O1(C=2(C(OCC1)=C(SC=2)B3(OC(C(O3)(C)C)(C)C))),1,,CDCl3,7.26,250.131544655141
1003,0,dg}H@JDDee]eVx{X@Jjb@@,C=2(C=C(C=NC=2(N1(CCCCC1)))C=O),1,,CDCl3,7.26,250.131544655141
1005,0,dg}D@NDKrIQIPqIMqvp@UUD@@,C2(=C(N1(CCOCC1))N=CC=C2(C=O)),1,,CDCl3,7.26,250.131544655141
1007,0,f`qp@@@R\dlkkJ{NV]p@UUTP@@,C=1(C=C(C=CC=1(C#N))CN2(CCN(CC2)C)),1,,CDCl3,7.26,250.131544655141
1009,0,dcm@`LhHaIYYWievf``H@@,C=1(C=CC=2(N(N=C(C=2(C=1))CCl)C)),1,,CDCl3,7.26,250.131544655141
1010,0,do}D`BZUBlrJJJGSJPfiZijj@@,N1(N=C(C(I)=C1(C))C)(C(OC(C)(C)C)=O),1,,CDCl3,7.26,250.131544655141
1011,0,dg@@@dtee]YVx{x@JiR@@,C1(=CC(=CC=C1CN2(C=NC=C2))C#N),1,,CDCl3,7.26,250.131544655141
1015,0,dcnHPLhH`PaIY]eievfffi@@,O2(N=C(CCl)C=C2(C=1(SC=CC=1))),1,,CDCl3,7.26,250.131544655141
1018,0,fle`P@K@QIJSKZwkJbUEKT@QUUQ@@@,C=1(C=C(C(OC)=O)C=CC=1)(OCCN2(CCOCC2)),1,,CDCl3,7.26,250.131544655141
